ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES	C_STRUCTURE	PATTERNS
2287	Rupa	light	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u		627 625 626	627 625 626	- a + r u ŋ + !d u	n + i n c + i n	56 625 120	u/a-prefix light da-suffix1	c + c c c + c c	242-2/u 0/n + 733-1/Ø 183-38/ɔ 57-2/k + 493-1/t 779-8/a
2288	Shergaon	light	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u		627 625 626	627 625 626	- a + r u ŋ + !d u	n + i n c + i n	56 625 120	u/a-prefix light da-suffix1	c + c c c + c c	242-2/u 0/n + 733-1/Ø 183-38/ɔ 57-2/k + 493-1/t 779-8/a
2289	Khispi	lightning	lightning	nam-liŋ ~ nam-ki-liŋ waŋ	nam+liŋ	n a m + l i ŋ		630 226	630 631	n a !m + l i ŋ	i n c + i n c	335 226	sky-prefix3 lightning	c c c + c c c	715-37/n 590-2/e 130-1/Ø + 0/n 0/n 0/n
2291	Khoina	lightning	lightning	nə-ʦʰaː	nə+ʦʰaː	n ə + tsʰ aː		630 631	630 631	n ə !- + tsʰ aː	i n + i n	335 334	sky-prefix3 thunder	c c + c c	715-37/n 590-2/e 130-1/Ø + 308-13/tɕʰ 614-3/ɔ
2292	Jerigaon	lightning	lightning	nam-bla kʰɛː	nam+bla_kʰɛː	n a m + b l a _ kʰ ɛː		630 227 230	630 631 632	n a !m + b l a + kʰ ɛː	i n c + i m n + i n	335 227 230	sky-prefix3 lightning lightning	c c c + c c c + c c	715-37/n 590-2/e 130-1/Ø + 0/n 0/n 0/n + 756-2/Ø 217-8/i
2293	Khoitam	lightning	lightning	nam tap	nam_tap	n a m _ t a p		630 633	630 631	n a !m + t a p	i n c + i n c	335 633	sky-prefix3 lightning	c c c + c c c	715-37/n 590-2/e 130-1/Ø + 112-24/t 633-69/a 369-9/p
2294	Rahung	lightning	lightning	nam-ʨʰə-rɛː rɛt ~ ʨʰe	nam+ʨʰə+rɛː_rɛt	n a m + tɕʰ ə + r ɛː _ r ɛ t		630 631 230 231	630 631 632 633	n a !m + tɕʰ ə + r ɛː + r ɛ t	i n c + i n + i n + i n c	335 334 230 231	sky-prefix3 thunder lightning lightning	c c c + c c + c c + c c c	715-37/n 590-2/e 130-1/Ø + 308-13/tɕʰ 614-3/ɔ + 756-2/Ø 217-8/i + 0/n 0/n 0/n
2295	Rupa	lightning	lightning	nə-myː ba tap	nə+myː_ba_tap	n ə + m yː _ b a _ t a p		630 634 632 633	630 634 632 633	n ə !- + m yː + b a + t a p	i n + i n + i n + i n c	335 634 417 633	sky-prefix3 lightning ? lightning	c c + c c + c c + c c c	715-37/n 590-2/e 130-1/Ø + 354-44/m 81-2/u + 694-32/b 633-69/a + 112-24/t 633-69/a 369-9/p
2296	Shergaon	lightning	lightning	ni-mi ba tap	ni+mi_ba_tap	n i + m i _ b a _ t a p		630 634 632 633	630 634 632 633	n i !- + m i + b a + t a p	i n + i n + i n + i n c	335 634 417 633	sky-prefix3 lightning ? lightning	c c + c c + c c + c c c	715-37/n 590-2/e 130-1/Ø + 354-44/m 81-2/u + 694-32/b 633-69/a + 112-24/t 633-69/a 369-9/p
2298	Duhumbi	like, love	like, love	hɔn	hɔn	h ɔ n		635	635	h !ɔ n	i n c	635	likelove	c c c	44-16/h 151-1/ɔ 163-2/n
2299	Khoina	like, love	like, love	xøː	xøː	x øː		635	636	x !øː -	i n	635	likelove	c c	44-16/h 151-1/ɔ 163-2/n
2301	Khoitam	like, love	like, love	hĩː	hĩː	h ĩː		635	635	h !ĩː -	i n	635	likelove	c c	44-16/h 151-1/ɔ 163-2/n
2302	Rahung	like, love	like, love	hyː	hyː	h yː		635	635	h !yː -	i n	635	likelove	c c	44-16/h 151-1/ɔ 163-2/n
2303	Rupa	like, love	like, love	høn	høn	h ø n		635	635	h !ø n	i n c	635	likelove	c c c	44-16/h 151-1/ɔ 163-2/n
2305	Khispi	liquor	liquor	pʰak	pʰak	pʰ a k		637	637	pʰ a k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2306	Duhumbi	liquor	liquor	pʰak	pʰak	pʰ a k		637	637	pʰ a k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2307	Khoina	liquor	liquor	pʰɐk	pʰɐk	pʰ ɐ k		637	637	pʰ ɐ k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2308	Jerigaon	liquor	liquor	pʰɐk	pʰɐk	pʰ ɐ k		637	637	pʰ ɐ k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2309	Khoitam	liquor	liquor	pʰak	pʰak	pʰ a k		637	637	pʰ a k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2310	Rahung	liquor	liquor	pʰak	pʰak	pʰ a k		637	637	pʰ a k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2311	Rupa	liquor	liquor	pʰak	pʰak	pʰ a k		637	637	pʰ a k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2312	Shergaon	liquor	liquor	pʰak	pʰak	pʰ a k		637	637	pʰ a k	i n c	637	liquor	c c c	467-23/pʰ 411-20/a 691-69/k
2313	Khispi	listen, heed	listen, heed	na ~ ha	na	n a		638	638	n a !-	i n	638	listenheed	c c	715-37/n 779-8/a 587-1/-
2314	Duhumbi	listen, heed	listen, heed	na ~ ha	na	n a		638	638	n a !-	i n	638	listenheed	c c	715-37/n 779-8/a 587-1/-
2315	Khoina	listen, heed	listen, heed	nu	nu	n u		638	638	n u !-	i n	638	listenheed	c c	715-37/n 779-8/a 587-1/-
2316	Jerigaon	listen, heed	listen, heed	nu	nu	n u		638	638	n u !-	i n	638	listenheed	c c	715-37/n 779-8/a 587-1/-
2317	Khoitam	listen, heed	listen, heed	nuŋ	nuŋ	n u ŋ		638	638	n u !ŋ	i n c	638	listenheed	c c c	715-37/n 779-8/a 587-1/-
2318	Rahung	listen, heed	listen, heed	nuŋ	nuŋ	n u ŋ		638	638	n u !ŋ	i n c	638	listenheed	c c c	715-37/n 779-8/a 587-1/-
2319	Rupa	listen, heed	listen, heed	nu ~ nuŋ	nu	n u		638	638	n u !-	i n	638	listenheed	c c	715-37/n 779-8/a 587-1/-
2321	Khispi	live, stay	live, stay	ʥu	ʥu	dʑ u		639	639	dʑ u -	i n	639	livestay	c c	247-1/dʑ 239-6/u 231-16/-
2322	Duhumbi	live, stay	live, stay	ʥu	ʥu	dʑ u		639	639	dʑ u -	i n	639	livestay	c c	247-1/dʑ 239-6/u 231-16/-
2323	Khoina	live, stay	live, stay	ʣɔː	ʣɔː	dz ɔː		639	639	!dz/dʑ ɔː -	i n	639	livestay	c c	247-1/dʑ 239-6/u 231-16/-
2324	Jerigaon	live, stay	live, stay	ʥɔː	ʥɔː	dʑ ɔː		639	639	dʑ ɔː -	i n	639	livestay	c c	247-1/dʑ 239-6/u 231-16/-
2325	Khoitam	live, stay	live, stay	ʥɔː	ʥɔː	dʑ ɔː		639	639	dʑ ɔː -	i n	639	livestay	c c	247-1/dʑ 239-6/u 231-16/-
2326	Rahung	live, stay	live, stay	ʥoː	ʥoː	dʑ oː		639	639	dʑ oː -	i n	639	livestay	c c	247-1/dʑ 239-6/u 231-16/-
2327	Rupa	live, stay	live, stay	ʥaw	ʥaw	dʑ a w		639	639	dʑ a w	i n c	639	livestay	c c c	247-1/dʑ 239-6/u 231-16/-
2328	Shergaon	live, stay	live, stay	ʥaw	ʥaw	dʑ a w		639	639	dʑ a w	i n c	639	livestay	c c c	247-1/dʑ 239-6/u 231-16/-
2329	Khispi	liver	liver	ɕa-pɕin	ɕa+pɕin	ɕ a + p ɕ i n		642 640	642 640	ɕ a + p ɕ i n	i n + i m n c	115 640	sa-prefix3 liver	c c + c c c c	598-3/ɕ 155-4/a + 472-3/Ø 78-6/s 759-3/i 91-16/n
2331	Khoina	liver	liver	də-ʦʰɛ̃ː	də+ʦʰɛ̃ː	d ə + tsʰ ɛ̃ː		643 640	643 640	d ə + tsʰ - ɛ̃ː -	i n + i n	643 640	liver liver	c c + c c	0/n 0/n + 472-3/Ø 78-6/s 759-3/i 91-16/n
2332	Jerigaon	liver	liver	sɛ̃ĩ	sɛ̃ĩ	s ɛ̃ĩ		640	642	s - ɛ̃ĩ -	i n	640	liver	c c	472-3/Ø 78-6/s 759-3/i 91-16/n
2333	Khoitam	liver	liver	s-sĩː ~ sə-sĩː ~ ʦʰ-sĩː ~ ʦʰə-sĩː	s+sĩː	s + s ĩː		642 640	642 640	s - + s - ĩː -	i + i n	115 640	sa-prefix3 liver	c + c c	598-3/ɕ 155-4/a + 472-3/Ø 78-6/s 759-3/i 91-16/n
2334	Rahung	liver	liver	a-ʨʰĩː	a+ʨʰĩː	a + tɕʰ ĩː		641 640	641 640	- a + tɕʰ - ĩː -	n + i n	56 640	u/a-prefix liver	c + c c	242-2/u 0/n + 472-3/Ø 78-6/s 759-3/i 91-16/n
2335	Rupa	liver	liver	a-ʦʰɛ̃ː ~ a-ʨʰĩː	a+ʦʰɛ̃ː	a + tsʰ ɛ̃ː		641 640	641 640	- a + tsʰ - ɛ̃ː -	n + i n	56 640	u/a-prefix liver	c + c c	242-2/u 0/n + 472-3/Ø 78-6/s 759-3/i 91-16/n
2336	Shergaon	liver	liver	a-ʦʰɛ̃ː	a+ʦʰɛ̃ː	a + tsʰ ɛ̃ː		641 640	641 640	- a + tsʰ - ɛ̃ː -	n + i n	56 640	u/a-prefix liver	c + c c	242-2/u 0/n + 472-3/Ø 78-6/s 759-3/i 91-16/n
2337	Khispi	load (n)	load (n)	jɔŋ	jɔŋ	j ɔ ŋ		644	644	j ɔ ŋ	i n c	644	loadn	c c c	730-19/j 183-38/ɔ 774-83/ŋ
2338	Duhumbi	load (n)	load (n)	jɔŋ	jɔŋ	j ɔ ŋ		644	644	j ɔ ŋ	i n c	644	loadn	c c c	730-19/j 183-38/ɔ 774-83/ŋ
2339	Khoina	load (n)	load (n)	juŋ	juŋ	j u ŋ		644	644	j u ŋ	i n c	644	loadn	c c c	730-19/j 183-38/ɔ 774-83/ŋ
2341	Khoitam	load (n)	load (n)	juŋ	juŋ	j u ŋ		644	644	j u ŋ	i n c	644	loadn	c c c	730-19/j 183-38/ɔ 774-83/ŋ
2342	Rahung	load (n)	load (n)	juŋ	juŋ	j u ŋ		644	644	j u ŋ	i n c	644	loadn	c c c	730-19/j 183-38/ɔ 774-83/ŋ
2343	Rupa	load (n)	load (n)	juŋ	juŋ	j u ŋ		644	644	j u ŋ	i n c	644	loadn	c c c	730-19/j 183-38/ɔ 774-83/ŋ
2345	Khispi	locative	locative	-kʰɔ	+kʰɔ	kʰ ɔ		645	645	!kʰ !ɔ	i n	645	locative	c c	638-1/kʰ 203-1/ɔ
2346	Duhumbi	locative	locative	-kʰɔ	+kʰɔ	kʰ ɔ		645	645	!kʰ !ɔ	i n	645	locative	c c	638-1/kʰ 203-1/ɔ
2347	Khoina	locative	locative	-kʰɔ	+kʰɔ	kʰ ɔ		645	645	!kʰ !ɔ	i n	645	locative	c c	638-1/kʰ 203-1/ɔ
2351	Rupa	locative	locative	-gɔ	+gɔ	g ɔ		645	645	!g !ɔ	i n	645	locative	c c	638-1/kʰ 203-1/ɔ
2352	Shergaon	locative	locative	-kʰɔ	+kʰɔ	kʰ ɔ		645	645	!kʰ !ɔ	i n	645	locative	c c	638-1/kʰ 203-1/ɔ
2353	Khispi	long	long	u-liŋ	u+liŋ	u + l i ŋ		647 646	647 646	- u + l i ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2354	Duhumbi	long	long	u-riŋ	u+riŋ	u + r i ŋ		647 646	647 646	- u + r i ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2355	Khoina	long	long	a-rajŋ	a+rajŋ	a + r aj/ai ŋ		647 646	647 646	- a + r aj/ai ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2356	Jerigaon	long	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ		647 646	647 646	- a + r ɛ ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2357	Khoitam	long	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ		647 646	647 646	- a + r ɛ ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2358	Rahung	long	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ		647 646	647 646	- a + r ɛ ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2359	Rupa	long	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ		647 646	647 646	- a + r ɛ ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2360	Shergaon	long	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ		647 646	647 646	- a + r ɛ ŋ	n + i n c	56 646	u/a-prefix long	c + c c c	242-2/u 0/n + 583-8/r 259-2/i 774-83/ŋ
2363	Khoina	look	look	lɛn	lɛn	l ɛ n		648	648	l ɛ n	i n c	648	look	c c c	98-38/l 697-11/ɛ 715-37/n
2364	Jerigaon	look	look	lɛn	lɛn	l ɛ n		648	648	l ɛ n	i n c	648	look	c c c	98-38/l 697-11/ɛ 715-37/n
2365	Khoitam	look	look	lan	lan	l a n		648	648	l a n	i n c	648	look	c c c	98-38/l 697-11/ɛ 715-37/n
2366	Rahung	look	look	lɛn	lɛn	l ɛ n		648	648	l ɛ n	i n c	648	look	c c c	98-38/l 697-11/ɛ 715-37/n
2367	Rupa	look	look	lan	lan	l a n		648	648	l a n	i n c	648	look	c c c	98-38/l 697-11/ɛ 715-37/n
2369	Khispi	louse	louse	hɛk	hɛk	h ɛ k		649	649	h - ɛ k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2370	Duhumbi	louse	louse	hjɛk	hjɛk	h j ɛ k		649	649	h j ɛ k	i m n c	168	?	c c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2371	Khoina	louse	louse	xajk	xajk	x aj/ai k		649	650	x - aj/ai k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2372	Jerigaon	louse	louse	hɛk ~ hɛʔ-mu	hɛk	h ɛ k		649	649	h - ɛ k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2373	Khoitam	louse	louse	hɛk	hɛk	h ɛ k		649	649	h - ɛ k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2374	Rahung	louse	louse	hɛk	hɛk	h ɛ k		649	649	h - ɛ k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2375	Rupa	louse	louse	hɛk	hɛk	h ɛ k		649	649	h - ɛ k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2376	Shergaon	louse	louse	hɛk	hɛk	h ɛ k		649	649	h - ɛ k	i n c	168	?	c c c	44-16/h 693-14/j 498-8/ɛ 691-69/k
2379	Khoina	lungs	lungs	sə-rĩː sə-ruk	sə+rĩː_sə+ruk	s ə + r ĩː _ s ə + r u k		652 651 654 653	652 651 654 653	s ə + r ĩː + !s ə + r u k	i n + i n + i n + i n c	652 651 132 375	lungs lungs sa-prefix1 container	c c + c c + c c + c c c	447-18/s 555-9/u + 28-18/d 702-4/i + 553-1/h 352-3/i + 230-9/l 183-38/ɔ 691-69/k
2380	Jerigaon	lungs	lungs	sə-rɛ̃ĩ sə-ruk	sə+rɛ̃ĩ_sə+ruk	s ə + r ɛ̃ĩ _ s ə + r u k		652 651 654 653	652 651 654 653	s ə + r !ɛ̃ĩ/ĩː + !s ə + r u k	i n + i n + i n + i n c	652 651 132 375	lungs lungs sa-prefix1 container	c c + c c + c c + c c c	447-18/s 555-9/u + 28-18/d 702-4/i + 553-1/h 352-3/i + 230-9/l 183-38/ɔ 691-69/k
2381	Khoitam	lungs	lungs	sə-rĩː sə-ruk	sə+rĩː_sə+ruk	s ə + r ĩː _ s ə + r u k		652 651 654 653	652 651 654 653	s ə + r ĩː + !s ə + r u k	i n + i n + i n + i n c	652 651 132 375	lungs lungs sa-prefix1 container	c c + c c + c c + c c c	447-18/s 555-9/u + 28-18/d 702-4/i + 553-1/h 352-3/i + 230-9/l 183-38/ɔ 691-69/k
2382	Rahung	lungs	lungs	su sə-ruk	su_sə+ruk	s u _ s ə + r u k		652 654 653	652 654 651	s !u/ə + !s ə + r u k	i n + i n + i n c	652 132 375	lungs sa-prefix1 container	c c + c c + c c c	447-18/s 555-9/u + 553-1/h 352-3/i + 230-9/l 183-38/ɔ 691-69/k
2383	Rupa	lungs	lungs	sə-lyŋ sə-ruk	sə+lyŋ_sə+ruk	s ə + l y ŋ _ s ə + r u k		652 235 654 653	652 651 655 653	s ə + l y ŋ + !s ə + r u k	i n + i n c + i n + i n c	652 235 132 375	lungs stone sa-prefix1 container	c c + c c c + c c + c c c	447-18/s 555-9/u + 98-38/l 407-1/u 774-83/ŋ + 553-1/h 352-3/i + 230-9/l 183-38/ɔ 691-69/k
2384	Shergaon	lungs	lungs	sə-luŋ sə-ruk	sə+luŋ_sə+ruk	s ə + l u ŋ _ s ə + r u k		652 235 654 653	652 651 655 653	s ə + l u ŋ + !s ə + r u k	i n + i n c + i n + i n c	652 235 132 375	lungs stone sa-prefix1 container	c c + c c c + c c + c c c	447-18/s 555-9/u + 98-38/l 407-1/u 774-83/ŋ + 553-1/h 352-3/i + 230-9/l 183-38/ɔ 691-69/k
2386	Duhumbi	macaque	macaque	ɕa-dɔŋ	ɕa+dɔŋ	ɕ a + d ɔ ŋ		656 657	656 657	ɕ !a + d ɔ ŋ	i n + i n c	656 657	macaque ?	c c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2387	Khoina	macaque	macaque	ʐy-duŋ	ʐy+duŋ	ʐ y + d u ŋ		656 657	656 657	ʐ !y + d u ŋ	i n + i n c	656 657	macaque ?	c c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2388	Jerigaon	macaque	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ		656 657	656 657	z !- + d u ŋ	i + i n c	656 657	macaque ?	c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2389	Khoitam	macaque	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ		656 657	656 657	z !- + d u ŋ	i + i n c	656 657	macaque ?	c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2390	Rahung	macaque	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ		656 657	656 657	z !- + d u ŋ	i + i n c	656 657	macaque ?	c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2391	Rupa	macaque	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ		656 657	656 657	z !- + d u ŋ	i + i n c	656 657	macaque ?	c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2392	Shergaon	macaque	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ		656 657	656 657	z !- + d u ŋ	i + i n c	656 657	macaque ?	c + c c c	318-2/ɕ 655-1/a + 761-25/d 183-38/ɔ 774-83/ŋ
2393	Khispi	machete	machete	hɔ-da	hɔ+da	h ɔ + d a		658 659	658 659	h ɔ !- + d a	i n + i n	658 659	machete machete	c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2394	Duhumbi	machete	machete	hɔt-da	hɔt+da	h ɔ t + d a		658 659	658 659	h ɔ !t + d a	i n c + i n	658 659	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2395	Khoina	machete	machete	han-duː	han+duː	h a n + d uː		658 659	658 659	h a !n + d uː	i n c + i n	658 659	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2396	Jerigaon	machete	machete	haŋ-guː ~ haŋ-gə-duː ~ haŋ-duː	haŋ+guː	h a ŋ + g uː		658 660	658 660	h a !ŋ + g uː	i n c + i n	658 660	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 0/n 0/n
2397	Khoitam	machete	machete	han-duː	han+duː	h a n + d uː		658 659	658 659	h a !n + d uː	i n c + i n	658 659	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2398	Rahung	machete	machete	han-duː	han+duː	h a n + d uː		658 659	658 659	h a !n + d uː	i n c + i n	658 659	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2399	Rupa	machete	machete	han-duː	han+duː	h a n + d uː		658 659	658 659	h a !n + d uː	i n c + i n	658 659	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2400	Shergaon	machete	machete	han-duː	han+duː	h a n + d uː		658 659	658 659	h a !n + d uː	i n c + i n	658 659	machete machete	c c c + c c	636-6/h 141-4/ɔ 777-1/t + 761-25/d 104-30/a
2401	Khispi	maize	maize	mɔː-ɕɔ	mɔː+ɕɔ	m ɔː + ɕ ɔ		662 661	662 661	m ɔː + ɕ !ɔ !-	i n + i n	104 661	ma-prefix2 maize	c c + c c	616-3/m 375-2/- + 413-2/ɕ 482-1/i 684-1/ŋ
2402	Duhumbi	maize	maize	mɛj-ɕiŋ	mɛj+ɕiŋ	m ɛ j + ɕ i ŋ		245 661	662 661	m ɛ j + ɕ !i !ŋ	i n c + i n c	245 661	maize maize	c c c + c c c	0/n 0/n 0/n + 413-2/ɕ 482-1/i 684-1/ŋ
2403	Khoina	maize	maize	ma-ʦɛ̃ː	ma+ʦɛ̃ː	m a + ts ɛ̃ː		662 661	662 661	m a + ts !ɛ̃ː !-	i n + i n	104 661	ma-prefix2 maize	c c + c c	616-3/m 375-2/- + 413-2/ɕ 482-1/i 684-1/ŋ
2404	Jerigaon	maize	maize	mə-ʨĩː	mə+ʨĩː	m ə + tɕ ĩː		662 661	662 661	m ə + tɕ !ĩː !-	i n + i n	104 661	ma-prefix2 maize	c c + c c	616-3/m 375-2/- + 413-2/ɕ 482-1/i 684-1/ŋ
2405	Khoitam	maize	maize	mə-ʨĩː	mə+ʨĩː	m ə + tɕ ĩː		662 661	662 661	m ə + tɕ !ĩː !-	i n + i n	104 661	ma-prefix2 maize	c c + c c	616-3/m 375-2/- + 413-2/ɕ 482-1/i 684-1/ŋ
2406	Rahung	maize	maize	pʰ-ʨĩː ~ bə-ʨĩː	pʰ+ʨĩː	pʰ + tɕ ĩː		662 661	663 661	pʰ - + tɕ !ĩː !-	i + i n	104 661	ma-prefix2 maize	c + c c	616-3/m 375-2/- + 413-2/ɕ 482-1/i 684-1/ŋ
2409	Khispi	make	make	ʨɔs	ʨɔs	tɕ ɔ s		664	664	tɕ ɔ s	i n c	664	make	c c c	612-2/tɕʰ 760-2/ɔ 629-2/t
2410	Duhumbi	make	make	ʨʰɔt	ʨʰɔt	tɕʰ ɔ t		664	664	tɕʰ ɔ t	i n c	664	make	c c c	612-2/tɕʰ 760-2/ɔ 629-2/t
2411	Khoina	make	make	ʨʰɛt	ʨʰɛt	tɕʰ ɛ t		664	664	tɕʰ ɛ t	i n c	664	make	c c c	612-2/tɕʰ 760-2/ɔ 629-2/t
2417	Khispi	male	male	u-pʰa	u+pʰa	u + pʰ a		666 665	666 665	- u + pʰ a	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2418	Duhumbi	male	male	u-pʰa	u+pʰa	u + pʰ a		666 665	666 665	- u + pʰ a	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2419	Khoina	male	male	a-pʰuː	a+pʰuː	a + pʰ uː		666 665	666 665	- a + pʰ uː	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2420	Jerigaon	male	male	a-pʰuː	a+pʰuː	a + pʰ uː		666 665	666 665	- a + pʰ uː	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2421	Khoitam	male	male	a-pʰuː	a+pʰuː	a + pʰ uː		666 665	666 665	- a + pʰ uː	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2422	Rahung	male	male	a-pʰuː	a+pʰuː	a + pʰ uː		666 665	666 665	- a + pʰ uː	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2423	Rupa	male	male	a-pʰuː	a+pʰuː	a + pʰ uː		666 665	666 665	- a + pʰ uː	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2424	Shergaon	male	male	a-pʰuː	a+pʰuː	a + pʰ uː		666 665	666 665	- a + pʰ uː	n + i n	56 665	u/a-prefix male	c + c c	242-2/u 0/n + 467-23/pʰ 104-30/a
2425	Khispi	man	man	ʑɔː-pʰa	ʑɔː+pʰa	ʑ ɔː + pʰ a		667 668	667 669	!ʑ !ɔː + pʰ a	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2426	Duhumbi	man	man	ʑɔː-pʰa	ʑɔː+pʰa	ʑ ɔː + pʰ a		667 668	667 669	!ʑ !ɔː + pʰ a	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2427	Khoina	man	man	ʥə-fuː	ʥə+fuː	dʑ ə + f uː		667 668	667 669	!dʑ !ə + f uː	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2428	Jerigaon	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	!dʑ !ə + h uː	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2429	Khoitam	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	!dʑ !ə + h uː	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2430	Rahung	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	!dʑ !ə + h uː	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2431	Rupa	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	!dʑ !ə + h uː	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2432	Shergaon	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	!dʑ !ə + h uː	i n + i n	667 668	man man	c c + c c	26-1/ʑ 263-1/ɔː + 286-3/pʰ 104-30/a
2434	Duhumbi	manure	manure	he-ba	he+ba	h e + b a		670 671	670 671	h !e + b a	i n + i n	670 671	manure manure	c c + c c	360-1/h 176-1/e + 569-6/b 104-30/a
